Center image ,Left image,Right image,Steering,trottle,Break,Speed
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_31_761.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_31_761.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_31_761.jpg,0,0,0,26.65484
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_31_830.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_31_830.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_31_830.jpg,0,0,0,26.44026
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_31_896.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_31_896.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_31_896.jpg,0,0,0,26.2806
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_31_973.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_31_973.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_31_973.jpg,0,0,0,26.06926
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_32_047.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_32_047.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_32_047.jpg,0.15,0,0,25.85141
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_32_120.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_32_120.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_32_120.jpg,0.2563718,0,0,25.65928
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_32_191.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_32_191.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_32_191.jpg,0.01710174,0,0,25.44705
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_32_260.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_32_260.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_32_260.jpg,0,0,0,25.29041
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_32_330.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_32_330.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_32_330.jpg,0,0,0,25.08605
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_32_398.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_32_398.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_32_398.jpg,0,0,0,24.93442
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_32_468.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_32_468.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_32_468.jpg,0,0,0,24.73376
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_32_537.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_32_537.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_32_537.jpg,0,0,0,24.58416
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_32_606.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_32_606.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_32_606.jpg,0,0,0,24.38583
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_32_678.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_32_678.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_32_678.jpg,0,0,0,24.23816
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_32_748.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_32_748.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_32_748.jpg,0,0,0,24.04257
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_32_819.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_32_819.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_32_819.jpg,0,0,0,23.89676
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_32_888.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_32_888.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_32_888.jpg,0,0,0,23.70351
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_32_957.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_32_957.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_32_957.jpg,0,0,0,23.55996
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_33_028.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_33_028.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_33_028.jpg,0,0,0,23.37023
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_33_095.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_33_095.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_33_095.jpg,0.1,0,0,23.22562
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_33_162.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_33_162.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_33_162.jpg,0.25,0,0,23.05626
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_33_231.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_33_231.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_33_231.jpg,0.1962767,0,0,22.82273
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_33_300.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_33_300.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_33_300.jpg,0.01350459,0,0,22.68432
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_33_368.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_33_368.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_33_368.jpg,0,0,0,22.49643
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_33_434.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_33_434.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_33_434.jpg,0,0,0,22.35907
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_33_501.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_33_501.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_33_501.jpg,0,0,0,22.22355
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_33_577.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_33_577.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_33_577.jpg,0,0,0,22.04433
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_33_645.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_33_645.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_33_645.jpg,0.15,0,0,21.85966
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_33_719.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_33_719.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_33_719.jpg,0.3,0,0,21.68938
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_33_787.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_33_787.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_33_787.jpg,0.5000001,0,0,21.40405
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_33_855.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_33_855.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_33_855.jpg,0.6025864,0,0,21.14237
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_33_923.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_33_923.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_33_923.jpg,0.4228028,0,0,20.99921
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_33_992.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_33_992.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_33_992.jpg,0.1679941,0,0,20.84541
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_34_061.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_34_061.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_34_061.jpg,0.009747977,0,0,20.70103
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_34_130.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_34_130.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_34_130.jpg,0,0,0,20.51641
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_34_197.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_34_197.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_34_197.jpg,0,0,0,20.4164
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_34_265.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_34_265.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_34_265.jpg,0,0,0,20.27699
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_34_332.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_34_332.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_34_332.jpg,0,0,0,20.02255
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_34_399.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_34_399.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_34_399.jpg,0,0,0,20.06591
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_34_469.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_34_469.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_34_469.jpg,0,0,0,19.92309
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_34_536.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_34_536.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_34_536.jpg,0,0,0,19.5423
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_34_604.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_34_604.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_34_604.jpg,0,0,0,19.73459
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_34_682.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_34_682.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_34_682.jpg,0,0,0,19.58736
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_34_751.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_34_751.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_34_751.jpg,0,0,0,19.44344
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_34_819.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_34_819.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_34_819.jpg,0.15,0,0,18.92408
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_34_892.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_34_892.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_34_892.jpg,0.35,0,0,18.71481
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_34_962.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_34_962.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_34_962.jpg,0.5000001,0,0,18.93162
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_35_032.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_35_032.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_35_032.jpg,0.47837,0,0,18.71245
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_35_106.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_35_106.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_35_106.jpg,0.2578064,0,0,18.56978
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_35_177.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_35_177.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_35_177.jpg,0.06862609,0,0,17.99128
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_35_248.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_35_248.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_35_248.jpg,0,0,0,17.81557
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_35_320.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_35_320.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_35_320.jpg,0,0,0,18.19628
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_35_391.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_35_391.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_35_391.jpg,0.15,0,0,18.04969
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_35_462.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_35_462.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_35_462.jpg,0.3,0,0,17.41605
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_35_536.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_35_536.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_35_536.jpg,0.5000001,0,0,17.19811
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_35_612.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_35_612.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_35_612.jpg,0.7,0,0,16.93002
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_35_679.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_35_679.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_35_679.jpg,0.9333006,0,0,17.1144
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_35_756.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_35_756.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_35_756.jpg,0.7021323,0,0,16.94095
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_35_823.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_35_823.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_35_823.jpg,0.5236492,0,0,16.33294
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_35_890.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_35_890.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_35_890.jpg,0.2662703,0,0,16.23725
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_35_958.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_35_958.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_35_958.jpg,0.09376071,0,0,16.62637
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_36_028.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_36_028.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_36_028.jpg,0.1813653,0,0,16.52547
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_36_097.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_36_097.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_36_097.jpg,0.2047462,0,0,15.88782
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_36_168.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_36_168.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_36_168.jpg,0,0,0,15.75843
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_36_240.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_36_240.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_36_240.jpg,0,0,0,16.19204
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_36_312.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_36_312.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_36_312.jpg,0,0,0,16.06558
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_36_384.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_36_384.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_36_384.jpg,0,0,0,15.94317
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_36_453.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_36_453.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_36_453.jpg,0.05,0,0,15.32035
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_36_526.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_36_526.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_36_526.jpg,0.25,0,0,15.18424
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_36_598.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_36_598.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_36_598.jpg,0.4,0,0,15.56065
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_36_673.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_36_673.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_36_673.jpg,0.6000001,0,0,15.32322
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_36_748.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_36_748.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_36_748.jpg,0.7597096,0,0,15.07266
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_36_824.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_36_824.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_36_824.jpg,0.5299051,0,0,14.94705
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_36_893.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_36_893.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_36_893.jpg,0.3226016,0,0,14.38252
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_36_971.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_36_971.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_36_971.jpg,0.08872173,0,0,14.20559
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_37_046.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_37_046.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_37_046.jpg,0.2887217,0,0,14.14795
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_37_122.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_37_122.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_37_122.jpg,0.4387218,0,0,14.52518
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_37_197.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_37_197.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_37_197.jpg,0.6387218,0,0,14.32348
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_37_274.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_37_274.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_37_274.jpg,0.8387219,0,0,14.07389
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_37_345.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_37_345.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_37_345.jpg,0.8600093,0,0,13.83894
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_37_415.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_37_415.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_37_415.jpg,0.6519994,0,0,13.31687
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_37_487.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_37_487.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_37_487.jpg,0.434198,0,0,13.3156
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_37_557.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_37_557.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_37_557.jpg,0.2598917,0,0,13.5022
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_37_629.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_37_629.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_37_629.jpg,0.01164327,0,0,13.38005
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_37_703.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_37_703.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_37_703.jpg,0,0,0,13.08225
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_37_771.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_37_771.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_37_771.jpg,0,0,0,12.98559
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_37_840.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_37_840.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_37_840.jpg,0,0,0,13.07904
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_37_909.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_37_909.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_37_909.jpg,0,0,0,12.93102
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_37_978.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_37_978.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_37_978.jpg,0,0,0,12.60093
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_38_050.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_38_050.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_38_050.jpg,0,0,0,12.49574
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_38_119.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_38_119.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_38_119.jpg,0,0,0,12.66925
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_38_189.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_38_189.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_38_189.jpg,0,0,0,12.56669
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_38_256.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_38_256.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_38_256.jpg,0,0.1671701,0,12.31108
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_38_325.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_38_325.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_38_325.jpg,0,0.4091987,0,12.59604
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_38_393.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_38_393.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_38_393.jpg,0,0.5400136,0,13.13911
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_38_460.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_38_460.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_38_460.jpg,0,0.3696865,0,13.11629
